Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Fully_Equipped_Kitchen,Province,Municipality,Price_Group,Price_Group_Per_Region
485000.0,1570,HOUSE,HOUSE,JUST_RENOVATED,4.0,True,Vlaams-Brabant,Vollezele,350000-550000,Vlaams-Brabant_350000-550000
295000.0,2000,APARTMENT,APARTMENT,GOOD,1.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
360000.0,9880,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Oost-Vlaanderen,Poeke,350000-550000,Oost-Vlaanderen_350000-550000
410000.0,1050,APARTMENT,APARTMENT,GOOD,2.0,True,Brussel,Elsene,350000-550000,Brussel_350000-550000
325000.0,8553,HOUSE,HOUSE,TO_RENOVATE,4.0,False,West-Vlaanderen,Otegem,200000-350000,West-Vlaanderen_200000-350000
495000.0,1160,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Oudergem,350000-550000,Brussel_350000-550000
379900.0,9280,HOUSE,HOUSE,AS_NEW,4.0,False,Oost-Vlaanderen,Wieze,350000-550000,Oost-Vlaanderen_350000-550000
389000.0,1601,HOUSE,HOUSE,GOOD,3.0,True,Vlaams-Brabant,Ruisbroek,350000-550000,Vlaams-Brabant_350000-550000
270000.0,5024,APARTMENT,APARTMENT,GOOD,3.0,False,Namen,Marche-Les-Dames,200000-350000,Namen_200000-350000
309000.0,8200,APARTMENT,APARTMENT,AS_NEW,1.0,False,West-Vlaanderen,Sint-Michiels,200000-350000,West-Vlaanderen_200000-350000
139000.0,4671,APARTMENT,TRIPLEX,GOOD,1.0,False,Luik,Saive,100000-200000,Luik_100000-200000
280000.0,1150,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Brussel,Sint-pieters-woluwe,200000-350000,Brussel_200000-350000
219000.0,2845,APARTMENT,APARTMENT,GOOD,2.0,True,Antwerpen,Niel,200000-350000,Antwerpen_200000-350000
598000.0,8301,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,West-Vlaanderen,Ramskapelle,550000-750000,West-Vlaanderen_550000-750000
180000.0,1070,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Anderlecht,100000-200000,Brussel_100000-200000
399000.0,9050,HOUSE,HOUSE,GOOD,4.0,True,Oost-Vlaanderen,Ledeberg,350000-550000,Oost-Vlaanderen_350000-550000
375000.0,1200,APARTMENT,DUPLEX,TO_BE_DONE_UP,3.0,False,Brussel,Sint-lambrechts-woluwe,350000-550000,Brussel_350000-550000
739000.0,8300,APARTMENT,APARTMENT,AS_NEW,3.0,False,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
759000.0,2550,HOUSE,HOUSE,GOOD,4.0,True,Antwerpen,Waarloos,750000-950000,Antwerpen_750000-950000
550000.0,3001,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Vlaams-Brabant,Heverlee,350000-550000,Vlaams-Brabant_350000-550000
329950.0,9600,HOUSE,APARTMENT_BLOCK,GOOD,4.0,False,Oost-Vlaanderen,Ronse,200000-350000,Oost-Vlaanderen_200000-350000
320000.0,5580,HOUSE,HOUSE,AS_NEW,4.0,False,Namen,Wavreille,200000-350000,Namen_200000-350000
319000.0,4420,APARTMENT,DUPLEX,GOOD,4.0,False,Luik,Tilleur,200000-350000,Luik_200000-350000
695000.0,1060,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Brussel,Sint-gillis,550000-750000,Brussel_550000-750000
285000.0,4460,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Luik,Velroux,200000-350000,Luik_200000-350000
154000.0,2100,APARTMENT,APARTMENT,AS_NEW,2.0,False,Antwerpen,Deurne,100000-200000,Antwerpen_100000-200000
795000.0,9630,HOUSE,VILLA,AS_NEW,4.0,False,Oost-Vlaanderen,Sint-Maria-Latem,750000-950000,Oost-Vlaanderen_750000-950000
219000.0,2000,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
469000.0,1560,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Vlaams-Brabant,Hoeilaart,350000-550000,Vlaams-Brabant_350000-550000
180000.0,6950,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Luxemburg,Nassogne,100000-200000,Luxemburg_100000-200000
370000.0,3200,HOUSE,HOUSE,GOOD,3.0,True,Vlaams-Brabant,Gelrode,350000-550000,Vlaams-Brabant_350000-550000
156000.0,3700,APARTMENT,APARTMENT,GOOD,2.0,False,Limburg,Widooie,100000-200000,Limburg_100000-200000
549000.0,9160,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Lokeren,350000-550000,Oost-Vlaanderen_350000-550000
329000.0,1050,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Elsene,200000-350000,Brussel_200000-350000
265000.0,8530,HOUSE,HOUSE,GOOD,2.0,False,West-Vlaanderen,Harelbeke,200000-350000,West-Vlaanderen_200000-350000
790000.0,1050,APARTMENT,PENTHOUSE,AS_NEW,3.0,True,Brussel,Elsene,750000-950000,Brussel_750000-950000
379500.0,3012,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Vlaams-Brabant,Wilsele,350000-550000,Vlaams-Brabant_350000-550000
314900.0,6840,HOUSE,HOUSE,GOOD,3.0,False,Luxemburg,Tournay,200000-350000,Luxemburg_200000-350000
149000.0,5500,HOUSE,TOWN_HOUSE,GOOD,3.0,False,Namen,Furfooz,100000-200000,Namen_100000-200000
239000.0,8380,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Zeebrugge,200000-350000,West-Vlaanderen_200000-350000
750000.0,2520,HOUSE,HOUSE,AS_NEW,4.0,False,Antwerpen,Ranst,550000-750000,Antwerpen_550000-750000
375000.0,8670,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Wulpen,350000-550000,West-Vlaanderen_350000-550000
350000.0,9050,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Oost-Vlaanderen,Ledeberg,200000-350000,Oost-Vlaanderen_200000-350000
119000.0,6800,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Luxemburg,Sainte-Marie-Chevigny,100000-200000,Luxemburg_100000-200000
529000.0,9190,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Stekene,350000-550000,Oost-Vlaanderen_350000-550000
337000.0,9800,HOUSE,HOUSE,AS_NEW,3.0,False,Oost-Vlaanderen,Zeveren,200000-350000,Oost-Vlaanderen_200000-350000
290000.0,1030,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Schaarbeek,200000-350000,Brussel_200000-350000
299500.0,8301,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Ramskapelle,200000-350000,West-Vlaanderen_200000-350000
215000.0,9500,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Oost-Vlaanderen,Zarlardinge,200000-350000,Oost-Vlaanderen_200000-350000
255000.0,4020,APARTMENT,GROUND_FLOOR,GOOD,3.0,False,Luik,Wandre,200000-350000,Luik_200000-350000
229000.0,1070,APARTMENT,APARTMENT,GOOD,2.0,True,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
160000.0,4102,HOUSE,HOUSE,GOOD,2.0,False,Luik,Ougrée,100000-200000,Luik_100000-200000
279000.0,2880,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Antwerpen,Weert,200000-350000,Antwerpen_200000-350000
275000.0,1420,APARTMENT,APARTMENT,AS_NEW,2.0,False,Waals-Brabant,Braine-l'alleud,200000-350000,Waals-Brabant_200000-350000
284000.0,2020,HOUSE,TOWN_HOUSE,GOOD,2.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
309000.0,1428,HOUSE,COUNTRY_COTTAGE,TO_BE_DONE_UP,3.0,False,Waals-Brabant,Lillois-Witterzée,200000-350000,Waals-Brabant_200000-350000
289000.0,1040,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Etterbeek,200000-350000,Brussel_200000-350000
279000.0,3270,APARTMENT,APARTMENT,GOOD,2.0,False,Vlaams-Brabant,Scherpenheuvel,200000-350000,Vlaams-Brabant_200000-350000
379000.0,3020,HOUSE,HOUSE,GOOD,4.0,False,Vlaams-Brabant,Winksele,350000-550000,Vlaams-Brabant_350000-550000
210000.0,3271,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Vlaams-Brabant,Zichem,200000-350000,Vlaams-Brabant_200000-350000
465000.0,8310,HOUSE,TOWN_HOUSE,AS_NEW,3.0,False,West-Vlaanderen,Sint-Kruis,350000-550000,West-Vlaanderen_350000-550000
399000.0,9000,APARTMENT,APARTMENT,AS_NEW,2.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
175000.0,4540,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Luik,Ombret,100000-200000,Luik_100000-200000
435000.0,3520,HOUSE,HOUSE,AS_NEW,3.0,True,Limburg,Zonhoven,350000-550000,Limburg_350000-550000
209000.0,2060,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
470000.0,1000,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Brussel,350000-550000,Brussel_350000-550000
349000.0,4540,HOUSE,HOUSE,GOOD,4.0,False,Luik,Ombret,200000-350000,Luik_200000-350000
599000.0,8400,APARTMENT,APARTMENT,AS_NEW,3.0,True,West-Vlaanderen,Zandvoorde,550000-750000,West-Vlaanderen_550000-750000
189000.0,1080,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Sint-jans-molenbeek,100000-200000,Brussel_100000-200000
349000.0,1410,APARTMENT,APARTMENT,AS_NEW,3.0,False,Waals-Brabant,Waterloo,200000-350000,Waals-Brabant_200000-350000
299000.0,1495,APARTMENT,APARTMENT,AS_NEW,2.0,True,Waals-Brabant,Villers-la-ville,200000-350000,Waals-Brabant_200000-350000
239000.0,4800,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Luik,Verviers,200000-350000,Luik_200000-350000
109000.0,4020,APARTMENT,FLAT_STUDIO,GOOD,1.0,False,Luik,Wandre,100000-200000,Luik_100000-200000
599000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
325000.0,2820,APARTMENT,APARTMENT,GOOD,1.0,False,Antwerpen,Rijmenam,200000-350000,Antwerpen_200000-350000
469000.0,2018,APARTMENT,GROUND_FLOOR,GOOD,2.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
699000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
250000.0,8000,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
249000.0,8000,APARTMENT,APARTMENT,AS_NEW,2.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
219000.0,4020,APARTMENT,APARTMENT,AS_NEW,2.0,False,Luik,Wandre,200000-350000,Luik_200000-350000
560000.0,1050,APARTMENT,DUPLEX,AS_NEW,2.0,True,Brussel,Elsene,550000-750000,Brussel_550000-750000
790000.0,8930,HOUSE,VILLA,AS_NEW,4.0,True,West-Vlaanderen,Rekkem,750000-950000,West-Vlaanderen_750000-950000
459000.0,2560,HOUSE,HOUSE,AS_NEW,4.0,True,Antwerpen,Nijlen,350000-550000,Antwerpen_350000-550000
270000.0,4420,HOUSE,BUNGALOW,GOOD,2.0,False,Luik,Tilleur,200000-350000,Luik_200000-350000
259000.0,1800,APARTMENT,APARTMENT,GOOD,2.0,False,Vlaams-Brabant,Vilvoorde,200000-350000,Vlaams-Brabant_200000-350000
332800.0,2640,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Mortsel,200000-350000,Antwerpen_200000-350000
289000.0,8790,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,West-Vlaanderen,Waregem,200000-350000,West-Vlaanderen_200000-350000
495000.0,1160,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Oudergem,350000-550000,Brussel_350000-550000
695000.0,9130,HOUSE,HOUSE,AS_NEW,2.0,True,Oost-Vlaanderen,Verrebroek,550000-750000,Oost-Vlaanderen_550000-750000
515000.0,1050,APARTMENT,PENTHOUSE,GOOD,2.0,True,Brussel,Elsene,350000-550000,Brussel_350000-550000
775000.0,8670,APARTMENT,PENTHOUSE,GOOD,4.0,False,West-Vlaanderen,Wulpen,750000-950000,West-Vlaanderen_750000-950000
685000.0,3010,HOUSE,HOUSE,AS_NEW,3.0,False,Vlaams-Brabant,Kessel-Lo,550000-750000,Vlaams-Brabant_550000-750000
295000.0,1180,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Ukkel,200000-350000,Brussel_200000-350000
569000.0,9000,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Gent,550000-750000,Oost-Vlaanderen_550000-750000
189000.0,5300,APARTMENT,APARTMENT,GOOD,1.0,False,Namen,Vezin,100000-200000,Namen_100000-200000
535000.0,9890,HOUSE,HOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Vurste,350000-550000,Oost-Vlaanderen_350000-550000
199000.0,8530,HOUSE,HOUSE,AS_NEW,3.0,False,West-Vlaanderen,Harelbeke,100000-200000,West-Vlaanderen_100000-200000
219000.0,8000,HOUSE,HOUSE,TO_RENOVATE,2.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
325000.0,9051,APARTMENT,APARTMENT,GOOD,1.0,True,Oost-Vlaanderen,Sint-Denijs-Westrem,200000-350000,Oost-Vlaanderen_200000-350000
265000.0,9690,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Oost-Vlaanderen,Zulzeke,200000-350000,Oost-Vlaanderen_200000-350000
299000.0,2830,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Willebroek,200000-350000,Antwerpen_200000-350000
435000.0,1780,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,2.0,False,Vlaams-Brabant,Wemmel,350000-550000,Vlaams-Brabant_350000-550000
445000.0,3450,HOUSE,HOUSE,GOOD,4.0,True,Vlaams-Brabant,Grazen,350000-550000,Vlaams-Brabant_350000-550000
499000.0,2000,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
229000.0,8450,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Bredene,200000-350000,West-Vlaanderen_200000-350000
99000.0,4960,APARTMENT,DUPLEX,AS_NEW,2.0,True,Luik,Malmedy,0-100000,Luik_0-100000
239000.0,4030,HOUSE,HOUSE,GOOD,3.0,False,Luik,Grivegnee,200000-350000,Luik_200000-350000
300000.0,9255,APARTMENT,DUPLEX,AS_NEW,2.0,True,Oost-Vlaanderen,Opdorp,200000-350000,Oost-Vlaanderen_200000-350000
649000.0,2000,APARTMENT,GROUND_FLOOR,AS_NEW,1.0,False,Antwerpen,Antwerpen,550000-750000,Antwerpen_550000-750000
550000.0,1300,HOUSE,HOUSE,AS_NEW,3.0,True,Waals-Brabant,Wavre,350000-550000,Waals-Brabant_350000-550000
215000.0,3320,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Vlaams-Brabant,Meldert,200000-350000,Vlaams-Brabant_200000-350000
198000.0,8900,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Sint-Jan,100000-200000,West-Vlaanderen_100000-200000
479000.0,9140,HOUSE,VILLA,AS_NEW,4.0,False,Oost-Vlaanderen,Tielrode,350000-550000,Oost-Vlaanderen_350000-550000
375000.0,1430,HOUSE,HOUSE,GOOD,3.0,False,Waals-Brabant,Rebecq-Rognon,350000-550000,Waals-Brabant_350000-550000
795000.0,8301,APARTMENT,APARTMENT,TO_RENOVATE,4.0,False,West-Vlaanderen,Ramskapelle,750000-950000,West-Vlaanderen_750000-950000
635000.0,8200,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Sint-Michiels,550000-750000,West-Vlaanderen_550000-750000
488311.0,5537,HOUSE,HOUSE,AS_NEW,3.0,False,Namen,Warnant,350000-550000,Namen_350000-550000
414700.0,8830,HOUSE,HOUSE,GOOD,4.0,False,West-Vlaanderen,Hooglede,350000-550000,West-Vlaanderen_350000-550000
445000.0,1200,APARTMENT,APARTMENT,AS_NEW,3.0,False,Brussel,Sint-lambrechts-woluwe,350000-550000,Brussel_350000-550000
99000.0,8680,HOUSE,HOUSE,TO_BE_DONE_UP,1.0,False,West-Vlaanderen,Zande,0-100000,West-Vlaanderen_0-100000
349000.0,8900,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Sint-Jan,200000-350000,West-Vlaanderen_200000-350000
299000.0,2610,HOUSE,HOUSE,AS_NEW,3.0,False,Antwerpen,Wilrijk,200000-350000,Antwerpen_200000-350000
194900.0,2600,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Berchem,100000-200000,Antwerpen_100000-200000
695000.0,2550,APARTMENT,APARTMENT,GOOD,4.0,False,Antwerpen,Waarloos,550000-750000,Antwerpen_550000-750000
469000.0,3550,HOUSE,HOUSE,AS_NEW,3.0,True,Limburg,Zolder,350000-550000,Limburg_350000-550000
399000.0,2360,HOUSE,HOUSE,GOOD,4.0,False,Antwerpen,Oud-turnhout,350000-550000,Antwerpen_350000-550000
230000.0,3300,APARTMENT,PENTHOUSE,TO_RENOVATE,4.0,False,Vlaams-Brabant,Vissenaken,200000-350000,Vlaams-Brabant_200000-350000
169000.0,2100,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Antwerpen,Deurne,100000-200000,Antwerpen_100000-200000
152000.0,1090,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,False,Brussel,Jette,100000-200000,Brussel_100000-200000
364000.0,9800,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Zeveren,350000-550000,Oost-Vlaanderen_350000-550000
75000.0,6030,HOUSE,HOUSE,GOOD,2.0,False,Henegouwen,Marchienne-Au-Pont,0-100000,Henegouwen_0-100000
149000.0,4570,HOUSE,COUNTRY_COTTAGE,GOOD,2.0,False,Luik,Vyle-Et-Tharoul,100000-200000,Luik_100000-200000
315000.0,1081,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Brussel,Koekelberg,200000-350000,Brussel_200000-350000
540000.0,1200,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Sint-lambrechts-woluwe,350000-550000,Brussel_350000-550000
227749.0,1130,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Haren,200000-350000,Brussel_200000-350000
145000.0,9600,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Oost-Vlaanderen,Ronse,100000-200000,Oost-Vlaanderen_100000-200000
155000.0,6900,APARTMENT,APARTMENT,AS_NEW,1.0,False,Luxemburg,Waha,100000-200000,Luxemburg_100000-200000
299000.0,8020,APARTMENT,APARTMENT,GOOD,3.0,False,West-Vlaanderen,Waardamme,200000-350000,West-Vlaanderen_200000-350000
319000.0,1800,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Vlaams-Brabant,Vilvoorde,200000-350000,Vlaams-Brabant_200000-350000
425000.0,1200,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Sint-lambrechts-woluwe,350000-550000,Brussel_350000-550000
189000.0,4130,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Luik,Tilff,100000-200000,Luik_100000-200000
168000.0,8500,APARTMENT,FLAT_STUDIO,TO_BE_DONE_UP,1.0,False,West-Vlaanderen,Kortrijk,100000-200000,West-Vlaanderen_100000-200000
449000.0,4121,HOUSE,VILLA,TO_BE_DONE_UP,3.0,False,Luik,Neuville-En-Condroz,350000-550000,Luik_350000-550000
425000.0,9000,APARTMENT,APARTMENT,GOOD,3.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
249000.0,8434,APARTMENT,APARTMENT,JUST_RENOVATED,1.0,False,West-Vlaanderen,Westende,200000-350000,West-Vlaanderen_200000-350000
535000.0,8301,HOUSE,MANSION,AS_NEW,4.0,False,West-Vlaanderen,Ramskapelle,350000-550000,West-Vlaanderen_350000-550000
239000.0,8400,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,West-Vlaanderen,Zandvoorde,200000-350000,West-Vlaanderen_200000-350000
169000.0,4801,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Luik,Stembert,100000-200000,Luik_100000-200000
180000.0,6280,HOUSE,HOUSE,GOOD,3.0,False,Henegouwen,Villers-Poterie,100000-200000,Henegouwen_100000-200000
210000.0,4100,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Luik,Seraing,200000-350000,Luik_200000-350000
569000.0,2070,HOUSE,HOUSE,AS_NEW,4.0,False,Antwerpen,Zwijndrecht,550000-750000,Antwerpen_550000-750000
349000.0,18690,HOUSE,VILLA,TO_RENOVATE,3.0,False,Unknown,Unknown,200000-350000,Unknown_200000-350000
625000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
445000.0,9000,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,True,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
340000.0,9800,APARTMENT,APARTMENT,AS_NEW,2.0,True,Oost-Vlaanderen,Zeveren,200000-350000,Oost-Vlaanderen_200000-350000
569000.0,3920,APARTMENT,APARTMENT,AS_NEW,3.0,True,Limburg,Lommel,550000-750000,Limburg_550000-750000
438000.0,3221,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Vlaams-Brabant,Nieuwrode,350000-550000,Vlaams-Brabant_350000-550000
309000.0,2070,APARTMENT,GROUND_FLOOR,AS_NEW,2.0,False,Antwerpen,Zwijndrecht,200000-350000,Antwerpen_200000-350000
665000.0,2500,HOUSE,HOUSE,AS_NEW,4.0,True,Antwerpen,Lier,550000-750000,Antwerpen_550000-750000
360000.0,9500,HOUSE,HOUSE,GOOD,4.0,False,Oost-Vlaanderen,Zarlardinge,350000-550000,Oost-Vlaanderen_350000-550000
379000.0,9000,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,3.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
259000.0,9000,APARTMENT,APARTMENT,GOOD,1.0,False,Oost-Vlaanderen,Gent,200000-350000,Oost-Vlaanderen_200000-350000
179000.0,4400,HOUSE,HOUSE,GOOD,2.0,False,Luik,Mons-Lez-Liège,100000-200000,Luik_100000-200000
239000.0,8000,HOUSE,HOUSE,AS_NEW,3.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
175000.0,8430,HOUSE,HOUSE,TO_RENOVATE,3.0,False,West-Vlaanderen,Middelkerke,100000-200000,West-Vlaanderen_100000-200000
448500.0,7890,HOUSE,VILLA,GOOD,4.0,False,Henegouwen,Wodecq,350000-550000,Henegouwen_350000-550000
249000.0,2235,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Antwerpen,Westmeerbeek,200000-350000,Antwerpen_200000-350000
449000.0,2970,APARTMENT,GROUND_FLOOR,GOOD,2.0,False,Antwerpen,Schilde,350000-550000,Antwerpen_350000-550000
465000.0,1050,APARTMENT,PENTHOUSE,JUST_RENOVATED,1.0,False,Brussel,Elsene,350000-550000,Brussel_350000-550000
199000.0,4000,APARTMENT,APARTMENT,GOOD,1.0,False,Luik,Rocourt,100000-200000,Luik_100000-200000
795000.0,2470,HOUSE,VILLA,GOOD,4.0,False,Antwerpen,Retie,750000-950000,Antwerpen_750000-950000
179000.0,8930,HOUSE,HOUSE,GOOD,4.0,False,West-Vlaanderen,Rekkem,100000-200000,West-Vlaanderen_100000-200000
225000.0,4570,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Luik,Vyle-Et-Tharoul,200000-350000,Luik_200000-350000
139000.0,9600,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Ronse,100000-200000,Oost-Vlaanderen_100000-200000
199000.0,9070,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Oost-Vlaanderen,Heusden,100000-200000,Oost-Vlaanderen_100000-200000
225000.0,8978,HOUSE,HOUSE,TO_RENOVATE,3.0,False,West-Vlaanderen,Watou,200000-350000,West-Vlaanderen_200000-350000
369000.0,9570,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Sint-Maria-Lierde,350000-550000,Oost-Vlaanderen_350000-550000
289000.0,3620,APARTMENT,DUPLEX,AS_NEW,2.0,False,Limburg,Veldwezelt,200000-350000,Limburg_200000-350000
369000.0,2640,APARTMENT,APARTMENT,GOOD,3.0,False,Antwerpen,Mortsel,350000-550000,Antwerpen_350000-550000
398000.0,9000,APARTMENT,APARTMENT,AS_NEW,1.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
547000.0,9810,APARTMENT,PENTHOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Nazareth,350000-550000,Oost-Vlaanderen_350000-550000
299000.0,1190,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Vorst,200000-350000,Brussel_200000-350000
399000.0,2000,APARTMENT,APARTMENT,GOOD,3.0,True,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
259000.0,9500,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Oost-Vlaanderen,Zarlardinge,200000-350000,Oost-Vlaanderen_200000-350000
599000.0,8301,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Ramskapelle,550000-750000,West-Vlaanderen_550000-750000
249900.0,2610,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Wilrijk,200000-350000,Antwerpen_200000-350000
398000.0,9700,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Welden,350000-550000,Oost-Vlaanderen_350000-550000
328000.0,1070,APARTMENT,DUPLEX,AS_NEW,2.0,False,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
256000.0,8760,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Meulebeke,200000-350000,West-Vlaanderen_200000-350000
250000.0,1050,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Elsene,200000-350000,Brussel_200000-350000
315000.0,9420,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Oost-Vlaanderen,Vlekkem,200000-350000,Oost-Vlaanderen_200000-350000
169000.0,5060,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Namen,Velaine-Sur-Sambre,100000-200000,Namen_100000-200000
230000.0,1040,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,False,Brussel,Etterbeek,200000-350000,Brussel_200000-350000
250000.0,6110,HOUSE,HOUSE,GOOD,3.0,False,Henegouwen,Montigny-le-tilleul,200000-350000,Henegouwen_200000-350000
475000.0,1540,HOUSE,HOUSE,AS_NEW,3.0,False,Vlaams-Brabant,Herne,350000-550000,Vlaams-Brabant_350000-550000
155000.0,8020,HOUSE,HOUSE,TO_RENOVATE,2.0,False,West-Vlaanderen,Waardamme,100000-200000,West-Vlaanderen_100000-200000
215000.0,7850,APARTMENT,APARTMENT,GOOD,2.0,False,Henegouwen,Mark,200000-350000,Henegouwen_200000-350000
79000.0,5377,HOUSE,CHALET,GOOD,1.0,False,Namen,Waillet,0-100000,Namen_0-100000
