Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift,province,Municipality
1260000.0,9000,APARTMENT,APARTMENT,,2.0,142.0,False,,,1.0,17.0,1.0,18.0,18.0,,,,0.0,0.0,Oost-Vlaanderen,Gent
295000.0,7110,HOUSE,HOUSE,,4.0,240.0,False,0.0,,,,1.0,70.0,70.0,200.0,2.0,,,,Henegouwen,Strépy-Bracquegnies
,2650,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Antwerpen,Edegem
,2200,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,,Antwerpen,Noorderwijk
235000.0,8930,HOUSE,HOUSE,GOOD,3.0,248.0,False,,,1.0,,,,,485.0,,,,,West-Vlaanderen,Rekkem
334000.0,2890,HOUSE,HOUSE,GOOD,4.0,180.0,True,,1.0,1.0,20.0,,,,241.0,2.0,,,,Antwerpen,Sint-amands
235000.0,2610,APARTMENT,APARTMENT,AS_NEW,2.0,85.0,False,,,,,,,,,,0.0,0.0,0.0,Antwerpen,Wilrijk
,8870,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Kachtem
475000.0,1400,HOUSE,TOWN_HOUSE,,3.0,209.0,True,0.0,,,,,,,352.0,,,0.0,0.0,Waals-Brabant,Nivelles
975000.0,8300,APARTMENT,APARTMENT,AS_NEW,3.0,110.0,False,,,,,,,,,,,,1.0,West-Vlaanderen,Westkapelle
250000.0,4020,APARTMENT,APARTMENT,GOOD,3.0,159.0,False,0.0,,1.0,,,,,,2.0,0.0,,1.0,Luik,Wandre
436000.0,2200,HOUSE,HOUSE,,3.0,198.0,False,,,1.0,22.0,,,,315.0,3.0,,,,Antwerpen,Noorderwijk
478116.0,1950,APARTMENT,SERVICE_FLAT,AS_NEW,1.0,82.0,True,0.0,,1.0,25.0,,,,,2.0,0.0,1.0,1.0,Vlaams-Brabant,Kraainem
760000.0,4700,HOUSE,VILLA,TO_BE_DONE_UP,4.0,277.0,False,,,1.0,50.0,1.0,1200.0,1200.0,1401.0,4.0,,,,Luik,Eupen
335000.0,1070,APARTMENT,APARTMENT,AS_NEW,3.0,117.0,False,,,1.0,16.0,,,,,4.0,0.0,1.0,1.0,Brussel,Anderlecht
489000.0,9820,HOUSE,HOUSE,AS_NEW,3.0,130.0,True,0.0,,1.0,,1.0,268.0,268.0,268.0,,,,,Oost-Vlaanderen,Schelderode
350000.0,1040,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,56.0,True,1.0,,1.0,2.0,,,,,2.0,0.0,1.0,1.0,Brussel,Etterbeek
250000.0,9940,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,189.0,False,,,,,,,,268.0,3.0,,0.0,0.0,Oost-Vlaanderen,Sleidinge
889000.0,2570,HOUSE,HOUSE,GOOD,5.0,335.0,False,,,1.0,,,,,0.0,,,,,Antwerpen,Duffel
650000.0,1150,APARTMENT,PENTHOUSE,AS_NEW,2.0,144.0,True,0.0,,1.0,19.0,,,,,3.0,0.0,1.0,1.0,Brussel,Sint-pieters-woluwe
159000.0,6032,HOUSE,HOUSE,GOOD,2.0,80.0,False,,,,,,,,0.0,2.0,0.0,0.0,0.0,Henegouwen,Mont-Sur-Marchienne
115000.0,4100,HOUSE,HOUSE,GOOD,2.0,110.0,False,0.0,,,,,,,110.0,2.0,0.0,0.0,0.0,Luik,Seraing
129000.0,4032,HOUSE,HOUSE,TO_RENOVATE,3.0,140.0,False,0.0,,,,1.0,40.0,40.0,113.0,2.0,0.0,0.0,0.0,Luik,Chênee
230000.0,9000,APARTMENT,APARTMENT,,1.0,60.0,False,,,1.0,1.0,,,,,1.0,0.0,0.0,0.0,Oost-Vlaanderen,Gent
175000.0,8770,APARTMENT,GROUND_FLOOR,GOOD,1.0,85.0,False,,,,,1.0,50.0,50.0,,2.0,,,,West-Vlaanderen,Ingelmunster
580000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,67.0,False,,,1.0,5.0,,,,,2.0,,,1.0,West-Vlaanderen,Westkapelle
209500.0,9280,APARTMENT,APARTMENT,GOOD,1.0,61.0,False,0.0,,1.0,8.0,,,,,2.0,0.0,0.0,1.0,Oost-Vlaanderen,Wieze
770000.0,1030,HOUSE,MIXED_USE_BUILDING,GOOD,7.0,260.0,False,0.0,,,,,,,110.0,2.0,0.0,0.0,,Brussel,Schaarbeek
420000.0,1140,APARTMENT,APARTMENT,GOOD,3.0,123.0,True,0.0,,1.0,10.0,,,,,,0.0,0.0,1.0,Brussel,Evere
239000.0,1000,APARTMENT,APARTMENT,GOOD,1.0,47.0,False,1.0,,1.0,2.0,,,,,3.0,,,1.0,Brussel,Brussel
230000.0,1080,APARTMENT,APARTMENT,AS_NEW,2.0,98.0,False,0.0,,1.0,13.0,,,,,4.0,0.0,1.0,1.0,Brussel,Sint-jans-molenbeek
255000.0,4400,HOUSE,HOUSE,GOOD,2.0,70.0,False,0.0,,1.0,12.0,1.0,660.0,660.0,730.0,4.0,0.0,0.0,0.0,Luik,Mons-Lez-Liège
476636.0,3370,HOUSE,HOUSE,AS_NEW,3.0,184.0,False,,,,,,,,529.0,4.0,,,,Vlaams-Brabant,Willebringen
995000.0,8340,HOUSE,VILLA,AS_NEW,4.0,302.0,False,0.0,1.0,,,1.0,1612.0,1612.0,1886.0,4.0,0.0,1.0,,West-Vlaanderen,Sijsele
340000.0,5360,HOUSE,HOUSE,GOOD,3.0,120.0,False,,,1.0,15.0,1.0,1599.0,1599.0,1599.0,4.0,,,,Namen,Natoye
409000.0,2470,HOUSE,HOUSE,,4.0,217.0,False,,1.0,1.0,,,,,821.0,4.0,,,,Antwerpen,Retie
349000.0,2100,HOUSE,TOWN_HOUSE,TO_RENOVATE,3.0,207.0,False,,,,,,,,75.0,2.0,,,,Antwerpen,Deurne
,3970,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Limburg,Leopoldsburg
135000.0,8200,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,37.0,False,,,1.0,,,,,,,,,,West-Vlaanderen,Sint-Michiels
224000.0,2830,APARTMENT,APARTMENT,GOOD,1.0,54.0,False,,,1.0,12.0,,,,,2.0,,,,Antwerpen,Willebroek
,8750,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Zwevezele
1250000.0,8300,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,75.0,True,0.0,,1.0,,,,,,2.0,,1.0,1.0,West-Vlaanderen,Westkapelle
1195000.0,1180,APARTMENT,APARTMENT,AS_NEW,4.0,268.0,True,0.0,,1.0,100.0,,,,,2.0,0.0,1.0,1.0,Brussel,Ukkel
625000.0,2520,HOUSE,VILLA,GOOD,5.0,275.0,False,,1.0,1.0,20.0,1.0,1310.0,1310.0,1560.0,4.0,1.0,,,Antwerpen,Ranst
479000.0,9200,HOUSE,HOUSE,AS_NEW,4.0,300.0,False,,,1.0,25.0,1.0,400.0,400.0,563.0,4.0,0.0,0.0,0.0,Oost-Vlaanderen,Sint-Gillis-Dendermonde
275000.0,1420,HOUSE,HOUSE,TO_RENOVATE,4.0,190.0,False,0.0,,1.0,15.0,1.0,206.0,206.0,206.0,2.0,0.0,0.0,0.0,Waals-Brabant,Braine-l'alleud
209000.0,4500,HOUSE,HOUSE,GOOD,3.0,165.0,False,,,1.0,30.0,,,,135.0,2.0,,,,Luik,Tihange
645000.0,1150,APARTMENT,APARTMENT,GOOD,3.0,175.0,True,0.0,,1.0,40.0,1.0,50.0,50.0,,3.0,0.0,1.0,1.0,Brussel,Sint-pieters-woluwe
335000.0,9800,APARTMENT,APARTMENT,AS_NEW,2.0,82.0,False,,,,,,,,,2.0,,,1.0,Oost-Vlaanderen,Zeveren
239000.0,6221,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,195.0,False,0.0,,,,,,,1048.0,2.0,0.0,0.0,0.0,Henegouwen,Saint-Amand
445126.0,8792,APARTMENT,APARTMENT,,2.0,136.0,False,,,1.0,142.0,,,,,,,,,West-Vlaanderen,Desselgem
329000.0,1790,HOUSE,HOUSE,,2.0,198.0,False,,1.0,1.0,12.0,1.0,60.0,60.0,148.0,2.0,0.0,0.0,0.0,Vlaams-Brabant,Teralfene
720000.0,9100,HOUSE,VILLA,AS_NEW,3.0,205.0,False,,,,,,,,764.0,,,,,Oost-Vlaanderen,Sint-niklaas
294000.0,2800,HOUSE,HOUSE,GOOD,3.0,,False,,,1.0,11.0,,,,62.0,2.0,,,,Antwerpen,Walem
1195000.0,1950,HOUSE,HOUSE,AS_NEW,5.0,256.0,False,0.0,,1.0,36.0,1.0,200.0,200.0,335.0,3.0,0.0,0.0,0.0,Vlaams-Brabant,Kraainem
89000.0,7110,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,104.0,False,0.0,,1.0,,,,,1110.0,2.0,0.0,0.0,0.0,Henegouwen,Strépy-Bracquegnies
799000.0,1180,HOUSE,HOUSE,GOOD,4.0,247.0,False,0.0,,1.0,18.0,,,,0.0,2.0,0.0,0.0,0.0,Brussel,Ukkel
478000.0,3840,HOUSE,HOUSE,GOOD,3.0,170.0,True,,,1.0,,,,,456.0,3.0,,,,Limburg,Voort
335000.0,9630,HOUSE,HOUSE,,4.0,245.0,False,0.0,,1.0,,,,,245.0,3.0,,0.0,,Oost-Vlaanderen,Sint-Maria-Latem
985000.0,8670,APARTMENT,APARTMENT,,3.0,135.0,True,,,1.0,113.0,,,,,4.0,,,1.0,West-Vlaanderen,Wulpen
245000.0,1490,HOUSE,HOUSE,TO_RENOVATE,4.0,125.0,False,,,1.0,,,,,320.0,4.0,,,,Waals-Brabant,Court-saint-etienne
599000.0,5020,HOUSE,VILLA,GOOD,4.0,250.0,False,,,1.0,,,,,7869.0,4.0,,,,Namen,Vedrin
425000.0,2000,APARTMENT,APARTMENT,,2.0,80.0,True,,,1.0,16.0,,,,,2.0,,,1.0,Antwerpen,Antwerpen
945000.0,1150,HOUSE,HOUSE,AS_NEW,5.0,245.0,True,0.0,,1.0,7.0,1.0,150.0,150.0,221.0,2.0,0.0,1.0,0.0,Brussel,Sint-pieters-woluwe
169000.0,2170,APARTMENT,APARTMENT,GOOD,2.0,97.0,False,,,,,,,,,,,,1.0,Antwerpen,Merksem
,8800,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Rumbeke
135000.0,8450,APARTMENT,APARTMENT,GOOD,1.0,45.0,False,,,,,,,,,,,,1.0,West-Vlaanderen,Bredene
535000.0,1000,APARTMENT,APARTMENT,AS_NEW,2.0,164.0,False,0.0,,1.0,15.0,,,,,2.0,0.0,1.0,1.0,Brussel,Brussel
398000.0,1180,APARTMENT,GROUND_FLOOR,AS_NEW,2.0,80.0,True,0.0,,1.0,40.0,,,,,2.0,0.0,1.0,1.0,Brussel,Ukkel
330000.0,1180,APARTMENT,APARTMENT,GOOD,2.0,90.0,False,,,1.0,2.0,,,,,2.0,0.0,0.0,0.0,Brussel,Ukkel
299000.0,2800,APARTMENT,APARTMENT,GOOD,2.0,130.0,False,,,1.0,13.0,,,,,2.0,,,1.0,Antwerpen,Walem
350000.0,9940,APARTMENT,APARTMENT,AS_NEW,2.0,95.0,False,,,1.0,,,,,,,,0.0,0.0,Oost-Vlaanderen,Sleidinge
425000.0,8500,HOUSE,HOUSE,,3.0,124.0,False,,,1.0,,,,,124.0,2.0,,,,West-Vlaanderen,Kortrijk
595000.0,2660,HOUSE,HOUSE,AS_NEW,4.0,284.0,False,,,1.0,12.0,,,,603.0,3.0,,0.0,0.0,Antwerpen,Hoboken
349000.0,3000,APARTMENT,APARTMENT,GOOD,1.0,77.0,False,,,1.0,14.0,,,,,,,,1.0,Vlaams-Brabant,Leuven
299000.0,8400,APARTMENT,DUPLEX,AS_NEW,2.0,125.0,True,,,1.0,9.0,,,,,2.0,0.0,0.0,1.0,West-Vlaanderen,Zandvoorde
492846.0,8800,HOUSE,VILLA,GOOD,3.0,,True,0.0,,,,,,,463.0,,,,,West-Vlaanderen,Rumbeke
99000.0,6001,APARTMENT,APARTMENT,GOOD,1.0,65.0,False,1.0,,1.0,4.0,,,,,2.0,0.0,0.0,1.0,Henegouwen,Marcinelle
1650000.0,9830,HOUSE,COUNTRY_COTTAGE,GOOD,4.0,359.0,False,,,1.0,25.0,1.0,2000.0,2000.0,2559.0,4.0,1.0,0.0,0.0,Oost-Vlaanderen,Sint-martens-latem
215000.0,8370,APARTMENT,APARTMENT,TO_RENOVATE,2.0,80.0,False,0.0,,1.0,2.0,,,,,2.0,0.0,1.0,1.0,West-Vlaanderen,Uitkerke
,1140,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Brussel,Evere
179000.0,3000,APARTMENT,FLAT_STUDIO,,0.0,23.0,False,1.0,,1.0,9.0,,,,,,,,1.0,Vlaams-Brabant,Leuven
550000.0,1653,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,8.0,850.0,False,,,,,1.0,480.0,480.0,944.0,3.0,,,,Vlaams-Brabant,Dworp
174000.0,4000,APARTMENT,APARTMENT,GOOD,2.0,94.0,False,0.0,,,,1.0,40.0,40.0,,2.0,0.0,0.0,1.0,Luik,Rocourt
322000.0,8870,APARTMENT,APARTMENT,,2.0,94.0,True,0.0,,,,,,,,,,,1.0,West-Vlaanderen,Kachtem
,8434,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Westende
285000.0,4032,APARTMENT,APARTMENT,AS_NEW,3.0,196.0,True,0.0,,1.0,22.0,1.0,985.0,985.0,,2.0,0.0,0.0,0.0,Luik,Chênee
475000.0,1840,HOUSE,HOUSE,GOOD,3.0,160.0,False,,,1.0,,,,,839.0,4.0,,,,Vlaams-Brabant,Steenhuffel
159000.0,8800,APARTMENT,APARTMENT,TO_BE_DONE_UP,3.0,123.0,False,,,,,,,,,,,,1.0,West-Vlaanderen,Rumbeke
150000.0,4000,APARTMENT,DUPLEX,TO_BE_DONE_UP,3.0,116.0,False,0.0,,,,,,,,2.0,0.0,0.0,0.0,Luik,Rocourt
290000.0,9690,APARTMENT,APARTMENT,,2.0,,False,,,1.0,7.0,,,,,,0.0,0.0,0.0,Oost-Vlaanderen,Zulzeke
,6791,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Luxemburg,Athus
155000.0,4400,HOUSE,HOUSE,JUST_RENOVATED,2.0,75.0,False,0.0,,1.0,13.0,,,,13.0,4.0,0.0,0.0,0.0,Luik,Mons-Lez-Liège
749000.0,3272,HOUSE,VILLA,GOOD,4.0,333.0,False,0.0,,1.0,,,,,1917.0,4.0,0.0,0.0,,Vlaams-Brabant,Testelt
273000.0,8972,HOUSE,HOUSE,GOOD,3.0,181.0,False,0.0,,1.0,,,,,600.0,2.0,0.0,0.0,0.0,West-Vlaanderen,Roesbrugge-Haringe
239000.0,4030,APARTMENT,APARTMENT,AS_NEW,2.0,80.0,False,0.0,,1.0,8.0,1.0,262.0,262.0,,2.0,0.0,1.0,1.0,Luik,Grivegnee
320000.0,9050,HOUSE,HOUSE,TO_RENOVATE,1.0,98.0,False,,1.0,1.0,12.0,1.0,125.0,125.0,185.0,2.0,0.0,0.0,0.0,Oost-Vlaanderen,Ledeberg
899000.0,8300,HOUSE,VILLA,AS_NEW,4.0,318.0,False,,,1.0,30.0,,,,1229.0,4.0,,1.0,0.0,West-Vlaanderen,Westkapelle
370000.0,6061,HOUSE,APARTMENT_BLOCK,GOOD,6.0,,False,0.0,,1.0,,,,,619.0,3.0,0.0,0.0,0.0,Henegouwen,Montignies-Sur-Sambre
349500.0,2300,HOUSE,HOUSE,AS_NEW,3.0,166.0,True,0.0,,,,,,,291.0,3.0,,,,Antwerpen,Turnhout
585000.0,2110,HOUSE,HOUSE,AS_NEW,3.0,163.0,False,,,,,1.0,200.0,200.0,305.0,3.0,0.0,0.0,0.0,Antwerpen,Wijnegem
315000.0,1150,APARTMENT,APARTMENT,AS_NEW,1.0,65.0,True,0.0,,1.0,6.0,,,,,2.0,0.0,1.0,1.0,Brussel,Sint-pieters-woluwe
495000.0,4367,HOUSE,HOUSE,,3.0,148.0,False,0.0,,1.0,38.0,,,,505.0,4.0,0.0,0.0,0.0,Luik,Thys
545000.0,8620,APARTMENT,APARTMENT,GOOD,2.0,93.0,False,1.0,,1.0,,,,,,,,,1.0,West-Vlaanderen,Sint-Joris
415000.0,8380,APARTMENT,APARTMENT,GOOD,3.0,133.0,False,0.0,,,,,,,,,,,1.0,West-Vlaanderen,Zeebrugge
,7500,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Henegouwen,Tournai
175000.0,2660,APARTMENT,APARTMENT,GOOD,3.0,90.0,False,,,1.0,5.0,,,,,,,,1.0,Antwerpen,Hoboken
124000.0,5300,APARTMENT,APARTMENT,GOOD,1.0,54.0,False,0.0,,,,,,,,3.0,0.0,0.0,0.0,Namen,Vezin
408000.0,2600,APARTMENT,APARTMENT,AS_NEW,2.0,107.0,True,0.0,,1.0,11.0,,,,,2.0,,1.0,1.0,Antwerpen,Berchem
355000.0,2610,HOUSE,HOUSE,GOOD,4.0,151.0,False,,,1.0,,,,,170.0,4.0,,0.0,0.0,Antwerpen,Wilrijk
199000.0,8880,HOUSE,HOUSE,TO_RENOVATE,4.0,350.0,False,,,1.0,16.0,,,,272.0,2.0,,,,West-Vlaanderen,Sint-Eloois-Winkel
,1420,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Waals-Brabant,Braine-l'alleud
394500.0,9000,APARTMENT,APARTMENT,,2.0,116.0,False,0.0,,1.0,10.0,,,,,,,,1.0,Oost-Vlaanderen,Gent
288000.0,9280,APARTMENT,APARTMENT,GOOD,1.0,86.0,False,0.0,,1.0,17.0,,,,,3.0,0.0,0.0,1.0,Oost-Vlaanderen,Wieze
199000.0,4431,HOUSE,HOUSE,,4.0,130.0,False,0.0,,1.0,31.0,1.0,166.0,166.0,300.0,2.0,1.0,0.0,0.0,Luik,Loncin
325000.0,9620,HOUSE,HOUSE,GOOD,3.0,154.0,False,,,1.0,,,,,431.0,,,,,Oost-Vlaanderen,Zottegem
209000.0,2800,HOUSE,HOUSE,TO_RENOVATE,3.0,132.0,False,,,,,1.0,28.0,28.0,135.0,2.0,,,,Antwerpen,Walem
955000.0,1050,HOUSE,HOUSE,TO_RENOVATE,5.0,395.0,False,0.0,1.0,,,1.0,100.0,100.0,320.0,2.0,0.0,0.0,0.0,Brussel,Elsene
278000.0,2280,APARTMENT,GROUND_FLOOR,GOOD,2.0,82.0,False,0.0,,1.0,12.0,,,,,2.0,0.0,0.0,1.0,Antwerpen,Grobbendonk
359000.0,3110,HOUSE,HOUSE,TO_RENOVATE,4.0,162.0,False,0.0,,1.0,22.0,1.0,170.0,170.0,643.0,,,,,Vlaams-Brabant,Rotselaar
269000.0,3460,APARTMENT,DUPLEX,AS_NEW,2.0,116.0,False,0.0,,1.0,22.0,,,,,,,,0.0,Vlaams-Brabant,Bekkevoort
294000.0,3270,APARTMENT,APARTMENT,GOOD,2.0,88.0,False,0.0,,1.0,16.0,,,,,,,,1.0,Vlaams-Brabant,Scherpenheuvel
280000.0,4500,APARTMENT,APARTMENT,,2.0,100.0,False,,,1.0,16.0,1.0,150.0,150.0,,2.0,,,,Luik,Tihange
210000.0,3110,HOUSE,HOUSE,TO_RENOVATE,3.0,130.0,False,,,,,,,,500.0,3.0,,,,Vlaams-Brabant,Rotselaar
299000.0,7950,HOUSE,HOUSE,GOOD,8.0,200.0,True,0.0,,1.0,50.0,1.0,500.0,500.0,0.0,,0.0,,0.0,Henegouwen,Tongre-Saint-Martin
229000.0,7700,APARTMENT,APARTMENT,AS_NEW,3.0,115.0,False,0.0,,1.0,4.0,,,,,2.0,,,,Henegouwen,Moeskroen
625000.0,8020,HOUSE,HOUSE,GOOD,4.0,241.0,False,,,1.0,40.0,1.0,833.0,833.0,1160.0,4.0,,0.0,0.0,West-Vlaanderen,Waardamme
340000.0,2020,APARTMENT,APARTMENT,AS_NEW,1.0,64.0,False,,,1.0,,,,,,,,,1.0,Antwerpen,Antwerpen
518000.0,2860,HOUSE,HOUSE,GOOD,4.0,296.0,False,,,1.0,,,,,214.0,,,,,Antwerpen,Sint-katelijne-waver
465000.0,3510,HOUSE,HOUSE,GOOD,6.0,370.0,False,,,,,,,,2217.0,4.0,,0.0,0.0,Limburg,Spalbeek
177000.0,4400,HOUSE,HOUSE,TO_RENOVATE,4.0,170.0,False,,,1.0,,1.0,1.0,1.0,705.0,4.0,,,,Luik,Mons-Lez-Liège
695000.0,2600,HOUSE,HOUSE,AS_NEW,4.0,295.0,False,,,1.0,15.0,,,,70.0,3.0,,,0.0,Antwerpen,Berchem
442000.0,9230,HOUSE,HOUSE,AS_NEW,4.0,158.0,True,0.0,,1.0,12.0,1.0,52.0,52.0,222.0,3.0,0.0,0.0,0.0,Oost-Vlaanderen,Wetteren
399000.0,1200,APARTMENT,APARTMENT,GOOD,2.0,95.0,True,0.0,,1.0,12.0,1.0,69.0,69.0,,,0.0,1.0,1.0,Brussel,Sint-lambrechts-woluwe
190000.0,8310,APARTMENT,APARTMENT,,2.0,75.0,False,0.0,,,,,,,,,,0.0,,West-Vlaanderen,Sint-Kruis
430000.0,9300,HOUSE,HOUSE,,4.0,157.0,False,,,1.0,,,,,0.0,2.0,,,,Oost-Vlaanderen,Aalst
249000.0,9120,APARTMENT,APARTMENT,AS_NEW,1.0,65.0,False,0.0,,1.0,2.0,,,,,2.0,0.0,1.0,1.0,Oost-Vlaanderen,Vrasene
669000.0,9450,HOUSE,MIXED_USE_BUILDING,GOOD,5.0,250.0,False,0.0,,1.0,,1.0,143.0,143.0,331.0,3.0,0.0,,0.0,Oost-Vlaanderen,Heldergem
385000.0,9860,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,176.0,False,,,,,1.0,1.0,1.0,986.0,4.0,0.0,0.0,0.0,Oost-Vlaanderen,Scheldewindeke
450000.0,8670,APARTMENT,APARTMENT,GOOD,2.0,,False,,,1.0,,,,,,,,,1.0,West-Vlaanderen,Wulpen
1050000.0,1050,APARTMENT,DUPLEX,JUST_RENOVATED,3.0,170.0,False,,,,,1.0,1.0,1.0,,2.0,0.0,0.0,0.0,Brussel,Elsene
327500.0,1070,APARTMENT,APARTMENT,AS_NEW,3.0,118.0,False,,,1.0,37.0,,,,,4.0,0.0,1.0,1.0,Brussel,Anderlecht
240000.0,1020,APARTMENT,APARTMENT,JUST_RENOVATED,1.0,77.0,False,,,1.0,2.0,,,,,2.0,,,,Brussel,Laken
,2180,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Antwerpen,Ekeren
850000.0,1082,APARTMENT,APARTMENT,GOOD,3.0,,True,,,1.0,82.0,,,,,4.0,,,1.0,Brussel,Sint-agatha-berchem
783000.0,9680,HOUSE,HOUSE,AS_NEW,6.0,320.0,True,,,1.0,,1.0,111.0,111.0,204.0,2.0,,,,Oost-Vlaanderen,Maarke-Kerkem
159000.0,4540,HOUSE,HOUSE,,2.0,80.0,False,0.0,,,,,,,32.0,3.0,0.0,0.0,0.0,Luik,Ombret
495000.0,1082,HOUSE,HOUSE,GOOD,3.0,240.0,False,0.0,,1.0,13.0,1.0,50.0,50.0,125.0,2.0,0.0,0.0,0.0,Brussel,Sint-agatha-berchem
370000.0,4802,APARTMENT,APARTMENT,AS_NEW,2.0,110.0,False,1.0,,1.0,15.0,,,,,2.0,0.0,0.0,1.0,Luik,Heusy
271700.0,1160,APARTMENT,FLAT_STUDIO,AS_NEW,0.0,36.0,True,0.0,,1.0,5.0,,,,,,0.0,1.0,1.0,Brussel,Oudergem
195000.0,7100,HOUSE,HOUSE,TO_BE_DONE_UP,6.0,368.0,False,,,1.0,,,,,320.0,3.0,0.0,0.0,0.0,Henegouwen,Trivières
395000.0,1070,HOUSE,HOUSE,AS_NEW,4.0,140.0,True,0.0,,1.0,,1.0,40.0,40.0,90.0,2.0,0.0,0.0,0.0,Brussel,Anderlecht
219000.0,8434,HOUSE,HOUSE,GOOD,2.0,50.0,False,1.0,,1.0,,,,,71.0,,,,,West-Vlaanderen,Westende
729000.0,2820,HOUSE,HOUSE,,4.0,222.0,True,,,1.0,,,,,1638.0,,,,,Antwerpen,Rijmenam
250000.0,6887,HOUSE,TOWN_HOUSE,,3.0,209.0,False,0.0,,,,,,,6172.0,4.0,0.0,0.0,0.0,Luxemburg,Straimont
365000.0,8500,APARTMENT,LOFT,GOOD,1.0,126.0,False,,,1.0,,,,,,2.0,,,1.0,West-Vlaanderen,Kortrijk
175000.0,6061,HOUSE,HOUSE,GOOD,2.0,175.0,False,,,,,,,,130.0,2.0,,,,Henegouwen,Montignies-Sur-Sambre
299500.0,2547,APARTMENT,GROUND_FLOOR,,2.0,78.0,False,,,1.0,48.0,,,,,4.0,,,,Antwerpen,Lint
1370000.0,8300,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,110.0,True,1.0,,1.0,,,,,,3.0,,1.0,1.0,West-Vlaanderen,Westkapelle
1195000.0,8300,APARTMENT,PENTHOUSE,JUST_RENOVATED,3.0,125.0,True,0.0,,1.0,,,,,,2.0,0.0,0.0,1.0,West-Vlaanderen,Westkapelle
619000.0,1190,APARTMENT,LOFT,,2.0,170.0,False,,,1.0,10.0,,,,,,0.0,0.0,0.0,Brussel,Vorst
365000.0,9280,HOUSE,HOUSE,GOOD,2.0,150.0,False,,,1.0,20.0,,,,434.0,,,0.0,,Oost-Vlaanderen,Wieze
449000.0,1060,HOUSE,HOUSE,TO_RENOVATE,4.0,225.0,False,,,,,,,,85.0,,,,,Brussel,Sint-gillis
180000.0,9900,HOUSE,HOUSE,TO_RENOVATE,0.0,151.0,False,,,,,,,,537.0,,,,,Oost-Vlaanderen,Eeklo
545000.0,2000,APARTMENT,APARTMENT,GOOD,2.0,185.0,False,,,1.0,4.0,,,,,,,,1.0,Antwerpen,Antwerpen
445000.0,2070,HOUSE,HOUSE,,3.0,152.0,False,,,1.0,5.0,1.0,38.0,38.0,114.0,2.0,,,,Antwerpen,Zwijndrecht
645000.0,8300,APARTMENT,APARTMENT,,2.0,85.0,False,,,,,,,,,,,,,West-Vlaanderen,Westkapelle
529000.0,2590,HOUSE,HOUSE,AS_NEW,4.0,220.0,False,,,1.0,30.0,1.0,120.0,120.0,350.0,3.0,0.0,0.0,0.0,Antwerpen,Gestel
440000.0,1050,APARTMENT,APARTMENT,AS_NEW,1.0,100.0,True,0.0,,1.0,5.0,,,,,2.0,0.0,0.0,0.0,Brussel,Elsene
439000.0,1790,HOUSE,HOUSE,AS_NEW,3.0,168.0,True,0.0,,1.0,,1.0,270.0,270.0,538.0,3.0,0.0,,,Vlaams-Brabant,Teralfene
675000.0,8780,HOUSE,HOUSE,GOOD,4.0,284.0,False,0.0,,1.0,,,,,2162.0,,,,,West-Vlaanderen,Oostrozebeke
359000.0,8450,APARTMENT,DUPLEX,AS_NEW,3.0,175.0,False,,,1.0,1.0,,,,,2.0,0.0,0.0,1.0,West-Vlaanderen,Bredene
299000.0,8370,APARTMENT,APARTMENT,,2.0,70.0,False,,,1.0,5.0,,,,,,,,1.0,West-Vlaanderen,Uitkerke
,3700,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Limburg,Widooie
